_id,cons,pros,comment,aspect,description,mainTheme,secondaryTheme,sentiment,stage,signal
D1ZkfCgAWNO86gXe94ut,,"Хорошо упаковоно , доставленно быстро",,Упаковка,Хорошо упаковано,Доставка/распаковка,Состояние упаковки,1,Доставка/распаковка,Хорошее состояние упаковки
D1ZkfCgAWNO86gXe94ut,,"Хорошо упаковоно , доставленно быстро",,Доставка,Доставлено быстро,Доставка/распаковка,Сроки и организация доставки,1,Доставка/распаковка,Доставка в срок и удобная организация доставки
1ieGG3tg3T4OdDdrbAdR,"Невозможно смотреть, очень растроены, зависает приставка, начинаешь смотреть каналы а они зависают,",,,Стабильность работы,"зависает приставка, начинают зависать каналы при просмотре",Системная производительность и управление устройством,Стабильность системы,-1,Системная производительность и управление устройством,Проблемы со стабильностью системы
i0humhcrjobQHsOs522o,"Бывает что подвисает, теряет пульт, лечится перезагрузкой.","Голосовой помощник, относительно быстрая работа, блютусный пульт.",Не ко всем моделям ТВ удобно подключать из-за интегрированного и короткого кабеля HDMI. Нет LAN порта (только на второй версии сделали),Подключение,неудобно подключать из-за интегрированного и короткого кабеля HDMI,Первый опыт,Физическая установка телевизора,-1,Первый опыт,Сложности с физической установкой телевизора
i0humhcrjobQHsOs522o,"Бывает что подвисает, теряет пульт, лечится перезагрузкой.","Голосовой помощник, относительно быстрая работа, блютусный пульт.",Не ко всем моделям ТВ удобно подключать из-за интегрированного и короткого кабеля HDMI. Нет LAN порта (только на второй версии сделали),LAN порт,нет LAN порта до второй версии,Выбор и покупка,Совместимость устройств и сценариев,-1,Выбор и покупка,Проблемы совместимости ТВ с устройствами или сервисами
i0humhcrjobQHsOs522o,"Бывает что подвисает, теряет пульт, лечится перезагрузкой.","Голосовой помощник, относительно быстрая работа, блютусный пульт.",Не ко всем моделям ТВ удобно подключать из-за интегрированного и короткого кабеля HDMI. Нет LAN порта (только на второй версии сделали),Голосовой помощник,голосовой помощник удобен,Системная производительность и управление устройством,Голосовые команды,1,Системная производительность и управление устройством,Удобные голосовые команды управления
i0humhcrjobQHsOs522o,"Бывает что подвисает, теряет пульт, лечится перезагрузкой.","Голосовой помощник, относительно быстрая работа, блютусный пульт.",Не ко всем моделям ТВ удобно подключать из-за интегрированного и короткого кабеля HDMI. Нет LAN порта (только на второй версии сделали),Скорость работы,относительно быстро работает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
i0humhcrjobQHsOs522o,"Бывает что подвисает, теряет пульт, лечится перезагрузкой.","Голосовой помощник, относительно быстрая работа, блютусный пульт.",Не ко всем моделям ТВ удобно подключать из-за интегрированного и короткого кабеля HDMI. Нет LAN порта (только на второй версии сделали),Блютусный пульт,блютусный пульт удобный,Системная производительность и управление устройством,Управление с пульта,1,Системная производительность и управление устройством,Удобное управление с пульта
i0humhcrjobQHsOs522o,"Бывает что подвисает, теряет пульт, лечится перезагрузкой.","Голосовой помощник, относительно быстрая работа, блютусный пульт.",Не ко всем моделям ТВ удобно подключать из-за интегрированного и короткого кабеля HDMI. Нет LAN порта (только на второй версии сделали),Работа устройства,иногда подвисает и теряет пульт,Системная производительность и управление устройством,Производительность системы,-1,Системная производительность и управление устройством,Низкая производительность системы
UjPikEOXgUIk8wdkwmHz,,Прошла раньше срока!!! Установка простая и быстрая!! Пока всё работает без нареканий!!,,Установка,простая и быстрая установка,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
UjPikEOXgUIk8wdkwmHz,,Прошла раньше срока!!! Установка простая и быстрая!! Пока всё работает без нареканий!!,,Стабильность работы,всё работает без нареканий,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
m6w22bY0QWtPJPY0npIl,,"Работает не первый год, всё хорошо",,Стабильность работы,"Работает не первый год, всё хорошо",Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
KgRfBNwhGqrc5MpJrAbw,,Работает шустро не зависает на данный момент. Подключилась были проблемы с ассистентом потом обновилась и все норм.,,Производительность,Работает шустро не зависает на данный момент,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
KgRfBNwhGqrc5MpJrAbw,,Работает шустро не зависает на данный момент. Подключилась были проблемы с ассистентом потом обновилась и все норм.,,Ассистент,"Были проблемы с ассистентом, после обновления стало нормально работать",Системная производительность и управление устройством,Голосовые команды,-1,Системная производительность и управление устройством,Проблемы с голосовыми командами управления
rje1jzHwgCQJlQlzZXf2,,"Всё отлично работает. Пульт от телевизора не нужен совсем. Включение, выключение через пульт Сбера. Настройки понятные и быстрые",,Функциональность,всё отлично работает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
rje1jzHwgCQJlQlzZXf2,,"Всё отлично работает. Пульт от телевизора не нужен совсем. Включение, выключение через пульт Сбера. Настройки понятные и быстрые",,Удобство использования,"пульт от телевизора не нужен совсем, включение и выключение через пульт Сбера",Системная производительность и управление устройством,Управление с пульта,1,Системная производительность и управление устройством,Удобное управление с пульта
rje1jzHwgCQJlQlzZXf2,,"Всё отлично работает. Пульт от телевизора не нужен совсем. Включение, выключение через пульт Сбера. Настройки понятные и быстрые",,Настройка,настройки понятные и быстрые,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
QRs7UlMJfIaRq1n6WVsR,,,"Спустя примерно пол месяца начались проблемы с этой приставкой, приходилось её перезагружать перед тем как воспользоваться каким либо приложением для просмотра фильмов. Честно говоря очень разочарован, надеялся что сбер создал наконец что-то путное но увы...",Стабильность работы,пришлось перезагружать перед использованием приложений,Системная производительность и управление устройством,Стабильность системы,-1,Системная производительность и управление устройством,Проблемы со стабильностью системы
eMqs3q1M9VA3lG9JbnqG,,,Всё работает отлично👍Настройка простая. Спасибо!,Стабильность работы,всё работает отлично,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
eMqs3q1M9VA3lG9JbnqG,,,Всё работает отлично👍Настройка простая. Спасибо!,Удобство использования,настройка простая,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
aClOFs8BtwG2FlgOk7wW,,"Работает, нет вопросов, у кого хороший старый телевизор не смарт, берите смело, все приложения есть, даже с не самым шустрым интернетом не виснет. Чуть ли не в 1 раз Сбер приятно удивил)))",,Стабильность работы,"Работает, нет вопросов; даже с не самым шустрым интернетом не виснет",Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
aClOFs8BtwG2FlgOk7wW,,"Работает, нет вопросов, у кого хороший старый телевизор не смарт, берите смело, все приложения есть, даже с не самым шустрым интернетом не виснет. Чуть ли не в 1 раз Сбер приятно удивил)))",,Функциональность,Все приложения есть,Приложения и каталог приложений,Каталог приложений,1,Приложения и каталог приложений,Удовлетворенность каталогом приложений
aClOFs8BtwG2FlgOk7wW,,"Работает, нет вопросов, у кого хороший старый телевизор не смарт, берите смело, все приложения есть, даже с не самым шустрым интернетом не виснет. Чуть ли не в 1 раз Сбер приятно удивил)))",,Совместимость,Подходит для хорошего старого телевизора не смарт,Выбор и покупка,Совместимость устройств и сценариев,1,Выбор и покупка,Успешная совместимость ТВ с устройствами
bLEj7Q5LdpLEMm2B3IVK,Нет,"Нагрев в пределах нормы, хорошо работает, пульт ду берёт с метров 6.",Хорошая приставка,Нагрев,нагрев в пределах нормы,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
bLEj7Q5LdpLEMm2B3IVK,Нет,"Нагрев в пределах нормы, хорошо работает, пульт ду берёт с метров 6.",Хорошая приставка,Производительность,хорошо работает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
bLEj7Q5LdpLEMm2B3IVK,Нет,"Нагрев в пределах нормы, хорошо работает, пульт ду берёт с метров 6.",Хорошая приставка,Дальность пульта ДУ,пульт ду берёт с метров 6,Системная производительность и управление устройством,Управление с пульта,1,Системная производительность и управление устройством,Удобное управление с пульта
dHUfFpsVc4YpP0Qsexxv,,Добрый вечер я около 2 часов назад забрал это приставку примерно минут 30 назад её настроил проблем с настройкой не было пока всё устраивает единственный момент не магу добавить каналы в избранные и не получается переключать каналы через голосовой помошник а так всё нормально сам товар пришел целым и хорошо упакованным,,Удобство настройки,проблем с настройкой не было,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
dHUfFpsVc4YpP0Qsexxv,,Добрый вечер я около 2 часов назад забрал это приставку примерно минут 30 назад её настроил проблем с настройкой не было пока всё устраивает единственный момент не магу добавить каналы в избранные и не получается переключать каналы через голосовой помошник а так всё нормально сам товар пришел целым и хорошо упакованным,,Функциональность (добавление каналов),не могу добавить каналы в избранные,Поиск и выбор контента,Навигация и выбор контента,-1,Поиск и выбор контента,Сложности с навигацией или выбором контента
dHUfFpsVc4YpP0Qsexxv,,Добрый вечер я около 2 часов назад забрал это приставку примерно минут 30 назад её настроил проблем с настройкой не было пока всё устраивает единственный момент не магу добавить каналы в избранные и не получается переключать каналы через голосовой помошник а так всё нормально сам товар пришел целым и хорошо упакованным,,Голосовое управление,не получается переключать каналы через голосового помощника,Системная производительность и управление устройством,Голосовые команды,-1,Системная производительность и управление устройством,Проблемы с голосовыми командами управления
dHUfFpsVc4YpP0Qsexxv,,Добрый вечер я около 2 часов назад забрал это приставку примерно минут 30 назад её настроил проблем с настройкой не было пока всё устраивает единственный момент не магу добавить каналы в избранные и не получается переключать каналы через голосовой помошник а так всё нормально сам товар пришел целым и хорошо упакованным,,Упаковка товара,сам товар пришёл целым и хорошо упакованным,Доставка/распаковка,Состояние упаковки,1,Доставка/распаковка,Хорошее состояние упаковки
hNmZF3bMIQDbGrW2Ac0j,,"Приставка очень понравилась, настроила быстро, ничего не зависает картинки красивые. Одно не удобно, пульт работает только на выключение, а включать приходится пультом от телевизора. В остальном всё как заявлено. Рекомендую. Спасибо всём.",,Настройка,настроила быстро,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
hNmZF3bMIQDbGrW2Ac0j,,"Приставка очень понравилась, настроила быстро, ничего не зависает картинки красивые. Одно не удобно, пульт работает только на выключение, а включать приходится пультом от телевизора. В остальном всё как заявлено. Рекомендую. Спасибо всём.",,Производительность,ничего не зависает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
hNmZF3bMIQDbGrW2Ac0j,,"Приставка очень понравилась, настроила быстро, ничего не зависает картинки красивые. Одно не удобно, пульт работает только на выключение, а включать приходится пультом от телевизора. В остальном всё как заявлено. Рекомендую. Спасибо всём.",,Качество изображения,картинки красивые,Первый опыт,HDR и качество изображения,1,Первый опыт,Положительная оценка качества изображения
hNmZF3bMIQDbGrW2Ac0j,,"Приставка очень понравилась, настроила быстро, ничего не зависает картинки красивые. Одно не удобно, пульт работает только на выключение, а включать приходится пультом от телевизора. В остальном всё как заявлено. Рекомендую. Спасибо всём.",,Функциональность пульта,"пульт работает только на выключение, а включать приходится пультом от телевизора",Системная производительность и управление устройством,Управление с пульта,-1,Системная производительность и управление устройством,Проблемы с управлением с пульта
9i8Il6TjBfUrLrmmcUvF,,Работает очень быстро без тормозов и задержек. Очень доволен покупкой,,Производительность,Работает очень быстро без тормозов и задержек,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
i0flXZGBxjSihFgJKC2m,Нет,Очень хорошая приставка. Все заявленые каналы работают. Видео через интернет производится отлично. Голосовой поиск работает,,Функциональность,все заявленные каналы работают,Просмотр онлайн-контента,Воспроизведение онлайн-контента,1,Просмотр онлайн-контента,Стабильное воспроизведение онлайн-контента
i0flXZGBxjSihFgJKC2m,Нет,Очень хорошая приставка. Все заявленые каналы работают. Видео через интернет производится отлично. Голосовой поиск работает,,Интернет-воспроизведение видео,видео через интернет производится отлично,Просмотр онлайн-контента,Воспроизведение онлайн-контента,1,Просмотр онлайн-контента,Стабильное воспроизведение онлайн-контента
i0flXZGBxjSihFgJKC2m,Нет,Очень хорошая приставка. Все заявленые каналы работают. Видео через интернет производится отлично. Голосовой поиск работает,,Голосовой поиск,голосовой поиск работает,Поиск и выбор контента,Голосовой поиск контента,1,Поиск и выбор контента,Удобный голосовой поиск контента
jPFIcmOj6REGuXIrjgGC,,Легко настроила. Работает без зависаний,Пока все устраивает.,Удобство настройки,легко настроила,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
jPFIcmOj6REGuXIrjgGC,,Легко настроила. Работает без зависаний,Пока все устраивает.,Производительность,работает без зависаний,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
vNEx1AZHlkNZBBeopQLl,,"Галимая приставка отработала две недели и ушла в перезагрузку, вернуть товар можно.",,Стабильность работы,Отработала две недели и ушла в перезагрузку,Системная производительность и управление устройством,Стабильность системы,-1,Системная производительность и управление устройством,Проблемы со стабильностью системы
bIR0Hr3yB4FHok9BGdz0,Стабильно и часто теряет связь с роутером.,Делает смарт из обычных телеков.,"Сначала, месяц примерно, работал отлично. Спустя это время начал отваливается от сети. Показывает час, показывает два, потом резко бац и начинается подгрузка. Грузит грузит не подгружает до тех пор, пока канал, допустим, не переключить. Опять показывает минут 30 и всё заново. Прям бесит. Передайте Грефу, пусть пожурит тех, кто ответственен за данный девайс.",Стабильность работы,месяц примерно работал отлично,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
bIR0Hr3yB4FHok9BGdz0,Стабильно и часто теряет связь с роутером.,Делает смарт из обычных телеков.,"Сначала, месяц примерно, работал отлично. Спустя это время начал отваливается от сети. Показывает час, показывает два, потом резко бац и начинается подгрузка. Грузит грузит не подгружает до тех пор, пока канал, допустим, не переключить. Опять показывает минут 30 и всё заново. Прям бесит. Передайте Грефу, пусть пожурит тех, кто ответственен за данный девайс.",Подключение к интернету,стабильно и часто теряет связь с роутером,Просмотр онлайн-контента,Интернет-соединение при просмотре онлайн-контента,-1,Просмотр онлайн-контента,Проблемы с интернет-соединением при просмотре онлайн-контента
bIR0Hr3yB4FHok9BGdz0,Стабильно и часто теряет связь с роутером.,Делает смарт из обычных телеков.,"Сначала, месяц примерно, работал отлично. Спустя это время начал отваливается от сети. Показывает час, показывает два, потом резко бац и начинается подгрузка. Грузит грузит не подгружает до тех пор, пока канал, допустим, не переключить. Опять показывает минут 30 и всё заново. Прям бесит. Передайте Грефу, пусть пожурит тех, кто ответственен за данный девайс.",Функциональность,делает смарт из обычных телеков,Выбор и покупка,Экосистема и дополнительные функции,1,Выбор и покупка,Положительная оценка экосистемы и умных функций
7sbH5dbbIEVvHEyx6aW6,-,Быстро подключили,"Всё работает,всё нравится",Удобство подключения,быстро подключили,Первый опыт,Подключение интернета при первичной настройке,1,Первый опыт,Успешное подключение интернета при настройке
noe1BdmrMziNI7lFQepM,Нет,"Шикарная приставка!Быстро работает , очень много возможностей, всем советую.","При первом запуске долго думала и  обновлялась долговато, но не стоит переживать, надо  дать приставке всё прогрузить и всё будет работать  .",Скорость загрузки/обновления,при первом запуске долго думала и обновлялась долговато,Первый опыт,Загрузка системы/обновления,-1,Первый опыт,Проблемы с загрузкой системы или обновлением
noe1BdmrMziNI7lFQepM,Нет,"Шикарная приставка!Быстро работает , очень много возможностей, всем советую.","При первом запуске долго думала и  обновлялась долговато, но не стоит переживать, надо  дать приставке всё прогрузить и всё будет работать  .",Производительность,быстро работает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
noe1BdmrMziNI7lFQepM,Нет,"Шикарная приставка!Быстро работает , очень много возможностей, всем советую.","При первом запуске долго думала и  обновлялась долговато, но не стоит переживать, надо  дать приставке всё прогрузить и всё будет работать  .",Функциональность,очень много возможностей,Выбор и покупка,Экосистема и дополнительные функции,1,Выбор и покупка,Положительная оценка экосистемы и умных функций
wLWv2Z8SJk3hmGysvRRr,,"Отличный приемник, все показывает, не тормозит",,Производительность,"все показывает, не тормозит",Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
6WzGxNKJkahyMqJXwPmM,"Часто подвисало и подтормаживало, чего не помню на прошлой версии, решалось нажатием Выкл-вкл\nНо меньше чем через 2 недели совсем перестал работать","Сама по себе вещь интересная, сделать из обычного ТВ смарт",,Функциональность,сделать из обычного ТВ смарт,Выбор и покупка,Экосистема и дополнительные функции,1,Выбор и покупка,Положительная оценка экосистемы и умных функций
6WzGxNKJkahyMqJXwPmM,"Часто подвисало и подтормаживало, чего не помню на прошлой версии, решалось нажатием Выкл-вкл\nНо меньше чем через 2 недели совсем перестал работать","Сама по себе вещь интересная, сделать из обычного ТВ смарт",,Производительность,часто подвисало и подтормаживало,Системная производительность и управление устройством,Производительность системы,-1,Системная производительность и управление устройством,Низкая производительность системы
6WzGxNKJkahyMqJXwPmM,"Часто подвисало и подтормаживало, чего не помню на прошлой версии, решалось нажатием Выкл-вкл\nНо меньше чем через 2 недели совсем перестал работать","Сама по себе вещь интересная, сделать из обычного ТВ смарт",,Надежность,перестал работать менее чем через 2 недели,Системная производительность и управление устройством,Стабильность системы,-1,Системная производительность и управление устройством,Проблемы со стабильностью системы
ZaHyhS285J2pwonWx6S5,,"Работает безукоризненно, 👍",,Стабильность работы,Работает безукоризненно,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
FfJhThIo3PUgdpdPEvHw,,"Очень понравилась приставка. Отзыв пишу не сразу, протестировали. Огромный спектр что можно посмотреть и не только посмотреть, но и послушать. Есть радио с множеством каналов. Есть голосовой помощник. Можно просто пообщаться. Сын спросил голосовой помощник, когда он женился, ему уже 31 год. Голосовой помощник ответил что ему можно иуде женится без согласия родителей, судя по возрасту и посоветовал поискать  невесту в библиотеке, кинотеатрах и т д. Мы от души посмеялись. Ну а если серьезно, то рекомендую",,Функциональность,"огромный спектр возможностей, можно смотреть и слушать множество каналов, есть радио",Выбор и покупка,Экосистема и дополнительные функции,1,Выбор и покупка,Положительная оценка экосистемы и умных функций
FfJhThIo3PUgdpdPEvHw,,"Очень понравилась приставка. Отзыв пишу не сразу, протестировали. Огромный спектр что можно посмотреть и не только посмотреть, но и послушать. Есть радио с множеством каналов. Есть голосовой помощник. Можно просто пообщаться. Сын спросил голосовой помощник, когда он женился, ему уже 31 год. Голосовой помощник ответил что ему можно иуде женится без согласия родителей, судя по возрасту и посоветовал поискать  невесту в библиотеке, кинотеатрах и т д. Мы от души посмеялись. Ну а если серьезно, то рекомендую",,Голосовой помощник,"интересно общаться, дает полезные советы и развлекает",Системная производительность и управление устройством,Голосовые команды,1,Системная производительность и управление устройством,Удобные голосовые команды управления
ugHJruqeusUC03NgJjpp,,Приставка супер. Легко установили.,,Удобство установки,легко установили,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
ayO4J3XT8bWFbJqBvrYV,,Понравилось всё. Особенно блок крепится на липучке сзади телевизора.,,Удобство крепления блока,блок крепится на липучке сзади телевизора,Выбор и покупка,Внешний вид и ощущение качества,1,Выбор и покупка,Положительная оценка внешнего вида и сборки
5R2h600d8sw6wEIKgyzZ,,,"Качество классное, упаковка в порядке к продавцу велборес претензий нет, но если не хочешь платить после покупки, то не покупай. Каждый сотый канал платный по подписке, фильмы все платные, да все платно кроме федеральных каналов, но они не удобны переключаться.",Качество,качеством доволен,Выбор и покупка,Соотношение цена–качество,1,Выбор и покупка,Хорошее соотношение цены и качества
5R2h600d8sw6wEIKgyzZ,,,"Качество классное, упаковка в порядке к продавцу велборес претензий нет, но если не хочешь платить после покупки, то не покупай. Каждый сотый канал платный по подписке, фильмы все платные, да все платно кроме федеральных каналов, но они не удобны переключаться.",Упаковка,упаковка в порядке,Доставка/распаковка,Состояние упаковки,1,Доставка/распаковка,Хорошее состояние упаковки
5R2h600d8sw6wEIKgyzZ,,,"Качество классное, упаковка в порядке к продавцу велборес претензий нет, но если не хочешь платить после покупки, то не покупай. Каждый сотый канал платный по подписке, фильмы все платные, да все платно кроме федеральных каналов, но они не удобны переключаться.",Контент (каналы/фильмы),"большинство контента платный, неудобно переключаться между федеральными каналами",Поиск и выбор контента,Навигация и выбор контента,-1,Поиск и выбор контента,Сложности с навигацией или выбором контента
LDUy3F7IMaHkqrzX9j8m,Нет,"Все понравилось, простота подключения внешний вид, упаковано хорошо",,Простота подключения,простота подключения,Первый опыт,Подключение интернета при первичной настройке,1,Первый опыт,Успешное подключение интернета при настройке
LDUy3F7IMaHkqrzX9j8m,Нет,"Все понравилось, простота подключения внешний вид, упаковано хорошо",,Внешний вид,внешний вид понравился,Выбор и покупка,Внешний вид и ощущение качества,1,Выбор и покупка,Положительная оценка внешнего вида и сборки
LDUy3F7IMaHkqrzX9j8m,Нет,"Все понравилось, простота подключения внешний вид, упаковано хорошо",,Упаковка,упаковано хорошо,Доставка/распаковка,Состояние упаковки,1,Доставка/распаковка,Хорошее состояние упаковки
2WMTmS2vcymkyY0zUCY8,,"Отлично, всё работает и быстро",,Стабильность работы,всё работает,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
